text,label,lang
path pipe urgent stil road community old street still illegal,road,local
land plot title month old since,tenure,local
tank still blocked,sanitation,local
ilegal blockd road lght night childen power unsafe dust,road,local
plot damaged dust damaged office street affected road tank,road,local
title light road waste missing smell many came dust came,sanitation,local
old title neded families our delayed still missing nobody,tenure,local
title smll many our delayed dity since cut cut waste ward,sanitation,local
acion authority drty pipe drain dirty drain mnth title,sanitation,local
many morning many ttle night water illegal cut tank illegal,tenure,local
smell cut children drin blocked ward lght,sanitation,local
supply authrity land last auhority dlayed lease ofice plot,tenure,local
tap proised cut action street acton blocked tap street road,road,local
nobody flod title again lease month afected actin lease delayd lease,tenure,local
pipe pipe supply pipe supply office light light title,water,local
meer flood meter again nobody cut ofice poer,power,local
wire meter ward light metr meter help,power,local
tap last dirty tap light office area again,water,local
smel since illegal area delayed missng many children delayed promised smll plot delayed mising path dain,tenure,local
dity suppy morning plot flood stret unsafe pipe agan dust,road,local
promised poer pipe unsafe power wire help affected smll metr,power,local
pomised water month cut supply tap pipe,water,local
road supply supply families water spply still supply families dust last,water,local
pipe agan illgal dirty help tank meter pipe flood delayed,water,local
help lease mnth land old street ward delayed lease,tenure,local
road leae lese lease plot,tenure,local
water meter needed delayed smell urgent water water cut,water,local
plot flood land niht land land meter affected lease,tenure,local
road stret promised action,road,local
tank steet flood help urent pipe damaged childrn,road,local
unsafe title wire still mter please street light power power,power,local
month supply neeed delayed our urgent pipe,tenure,local
meer meter blocked wire action again lght wire light meter ward,power,local
plot illegal wire ilegal promised people plot children old peple,tenure,local
supply cut water lease path help still water delayed,water,local
our meter ilegal illegal watr supply pipe ward land night,water,local
promised cut plese affected morning illeal ligt ilegal rquest,power,local
moning many path meter power poer dirty,power,local
drain since please dain damaged wter dirty smell dirty pipe month drain,sanitation,local
dust community drain cut came urgent drain wire our water wase,sanitation,local
area waste help night monh smell blocked waste road meter,sanitation,local
blockd last pople old drain meer cut broken dirty ilegal plot path,sanitation,local
nobody still road suppy,water,local
action path dust meer many promised old request sreet people,road,local
supply came tap brokn blocked delayed broken affected help blocked,water,local
title action drain plot still ward power,tenure,local
broen old unsafe smel mnth wter title action water blocked community since plase,water,local
area came niht missig comunity chilren sine dity lese ttle,tenure,local
came dirty tank pipe wire pipe dran nobody promied tank,water,local
water office waste help waste damaged wter flood diry,sanitation,local
dirty waste again wate help needed dirty smell waste,sanitation,local
request street cut road path wire night suply plese,road,local
supply people path request path affected dust street,road,local
old month authority community supply light urgent unsafe plot land,tenure,local
drain dirty office title diry water land dirty needed nght supply ugent,sanitation,local
familis request nght tank unsafe waste help,power,local
road liht people broen help,power,local
ward communiy meter promised please illegal meter illegal again power,power,local
people still brken people wter help supply blocked please,sanitation,local
area our damaged pipe affeced diry damaged street authority,road,local
delayed meter power unsafe suply broen waste affected office bloked wire,power,local
month water month people dity our waste wste broken many promised flod,sanitation,local
road bloked sine street many families illegal,road,local
illegal meter smell supply authrity our sell acion,sanitation,local
children powr office cut illgal meter,power,local
offce mnth title still path ilegal action plot help,tenure,local
plot tank authority damaged many tank land nobody supply land,tenure,local
help request power promised unsafe dust broken,power,local
night waste drain waste area dain again dain,sanitation,local
came missing supply plot land unsafe still road flod nobody,road,local
came tap smell water since,water,local
water office cut road dirty month moth plot month,water,local
boken supply many please offie light promied flood,power,local
cut power last cut office land,water,local
last our affcted wire title illegal,power,local
unsafe month authority month power dust blocked families,road,local
waste land action tank water drain dran dran smell urgent,sanitation,local
drain,sanitation,local
delayed tank damaged night lase communty illegal please boken offce land path,tenure,local
delyed dust children light land title mising plot action delayed,tenure,local
land mising plot office delayed since land action,tenure,local
month delayed ligt our power,power,local
pipe light last needed mter wire waste proised water authority light,power,local
drain unsafe request old children smell,tenure,local
people pomised blocked broken,sanitation,local
illegal cildren came illegal wire cut ward,tenure,local
delayed watr dity help dust children smell,road,local
flood nobody last last land lease area missing missing land meter lease,tenure,local
water area missing plot mornng peole tap land,tenure,local
urget illegal ation unsafe pipe our power drain path mornng came light,power,local
waste morning smell help illegal dirty nobody lease,sanitation,local
supply illegal pipe cut cut water water water smell,water,local
area lease powr plot wire land pipe land neded,tenure,local
water water night tap broken,water,local
again cut ward waste smell wase ward title families affcted,sanitation,local
flood our smell ward since road office brken waste,sanitation,local
path pipe area people drain blocked pipe broken water help,water,local
land missng mornig nobody stret lese,tenure,local
authority drin waste childen road blocked urgent community dust,road,local
last missing office land leae cut our title lease,tenure,local
pipe street unsafe promised meter stret,road,local
urgent dust dust supply plase families meter again road dity,road,local
authority ttle wire unsafe many illegal missing old,tenure,local
unsafe waer pipe waste waste last urent bloced chidren our wste children,sanitation,local
community still broken dirty dirty dirty flood missing tank supply supply dust,water,local
old last help lght land lese land path urgent old delayd,tenure,local
dust path street authority cut families ofice blcked damaged metr,road,local
wire meer water office meter our mnth office,power,local
unsafe unsafe cut affected supply pipe meter came chldren,power,local
nght delayed land proised delyed nght actin,tenure,local
cut peple broken stll food affected brokn smell,sanitation,local
area meter peole drain light unsfe meter old water cut tap,power,local
pipe dirty promised cut ward meter supply pipe wire again,water,local
path drain action pipe nbody dirty waste childen unsafe childrn,water,local
waste wter water waste flood many,sanitation,local
needed ward ofice office tank sell ilegal,water,local
wire since old wire wire again path damaged meter tank wire,power,local
missing old please drain dirty needed promisd dity broken old,sanitation,local
dust delayed pleae pipe came steet land peope unsafe wire damaged please,power,local
many morning nght lease unsafe tank supply watr agin,water,local
powr broken wire sreet help cut meter damaged promised illegal still,power,local
flood area acion tile last pipe wire light food,sanitation,local
help lease title office plot tank waste pipe nobody,tenure,local
many road blocked wire morning road last road water supply,road,local
wire brokn blocked powr lght dirty ward wase action blocked moning drain,sanitation,local
old blockd broken lease wase smell plase flood waste blocked ward,sanitation,local
dust wire unsafe cut lease month since light needd,power,local
dust families flood night ligt flood many blocked road street promised road,road,local
old nigt since help daaged illegal ward title help tile,tenure,local
office dust damaged stret cut dust,road,local
dust request dirty dust road dirty lese smell drain dust needed,sanitation,local
street request authority suppy dust needed ward stret old,road,local
dust sine dust path many title food again road came,road,local
blocked communty title urent broken delayed needed missing mising missing ward,tenure,local
dirty pipe ation morning unsae morning monh supply pipe broken,water,local
broken pipe wter ward month community brken dirty help plot,water,local
title supply lase families still needed supply tank tank illegal plot wire,water,local
children path land last unsafe tank road,road,local
plese help plot mising delayed waste needed agan illegal,tenure,local
night missing delyed community sice old ilegal since missing sell plot,tenure,local
families action food road last street bloced,sanitation,local
title flod again title since delayed wire tile supply many drain last broken,tenure,local
title nobody waste wire illegal office affcted drain light,sanitation,local
road unsafe dirty wire cut illegal proised power needed month,power,local
watr help path light tite,tenure,local
title dran dity blocked plot delayed delayed flood authority drain our action plot,sanitation,local
request dust wire blocked path area road damaged our,road,local
ward affected smell illgal dity authoriy urent path,sanitation,local
ward flod came people flood acton blockd power smell last light,sanitation,local
drain needed many smll power unsafe supply tank comunity,power,local
road road meter pipe unsafe water wire neeed ward ation nobody power,power,local
cut illegal cut requst cut drain monh nobody food,power,local
moring plot request title pipe dity land cut lease,tenure,local
cut month pipe water families mornig supply,water,local
urgent noboy meter path ofice road request sill street,road,local
lease lease street land land title delayed road,tenure,local
flood dust road blocked path nigt path help,road,local
authority path land our action nobody plot damaged,tenure,local
help children meer community still pipe illegal ward,power,local
food pipe people power unsafe affeted area action damaged meter,power,local
athority came came supply watr tap lease families pipe familis mornng tank,water,local
people tap meer metr unsafe illegal promised,power,local
usafe familes children tap area damaged ilegal,water,local
blocked dirty drain smell nobody land dirty ward drain,sanitation,local
broken watr our supply request ward sreet,water,local
still power lght pleae lese power meer powr area smell,power,local
smell blocked diry,sanitation,local
dity water flood please delayed road children our smell fmilies dirty drain old,sanitation,local
tile office land nobody plot plot,tenure,local
morning wase community smell delaed drin,sanitation,local
land families community water title title illegal,tenure,local
land month plot broken land needd illegal street area action please,tenure,local
help many food tank drain sice monh water tap flood supply,water,local
came illeal please again month cut pipe road,water,local
still morning dirty street steet urgnt again,sanitation,local
ward ofice supply tap dran blocked,water,local
street usafe cut street flood still wate dust path afected last children,road,local
urgent familes tap title leae area tap spply delayed land missing usafe,tenure,local
dmaged proised dity cut request,sanitation,local
sell pipe power morning,power,local
old needed request please dity lease last,tenure,local
nght tite missing lease help area monh land mising missig old,tenure,local
plot missing leae missing power since title old since,tenure,local
land pipe action neeed land blcked noboy cut many dust last mising,tenure,local
water since wase affected dirty unsafe illegal land needed cut waste,sanitation,local
urgent wire action delayed office unsafe cut illegal blocked plot powr unsafe,power,local
area land damaged affected dust land,tenure,local
boken supply meter last came boken tank needed tite promised,water,local
ward dust comunity street office pleae please cut,road,local
plot promied broken sreet needed tank snce suply diry,water,local
affected tank tank wire tank broen,water,local
office agin promised smell illegal cut drain drain please,sanitation,local
diry broen road noody nobody dirty needed water water nobody,water,local
again supply illegal tank wire plot ugent supply dirty title many missing,tenure,local
illegal broken still illegal wire affected morning,power,local
water supply path our morning tap ward broken,water,local
month cut watr lease light lase tap waer still ward tap reqest,water,local
drain metr ttle waste nobody light came power metr affected meter dust,power,local
children road plot wire stret plot chilren delayed dust blocked,road,local
flood missing cut nobody pipe brken water ugent broen tap land,water,local
path flood street street night dust request bloced families children dust road drain,road,local
smll community our area dust supply brken cut authority community wter,water,local
dain dirty diry action mrning blocked lese community office metr chilren water plot tank,sanitation,local
reqest road road again wire meter damaged path damaged,road,local
wire request promisd many cut wire people leae dity,power,local
meter land noboy deayed pwer damaged smell again unsae land authority old,tenure,local
tap smell dirty power moring came spply dirty drain supply,water,local
promised title missing meter illegal blocked deayed lease lease still old neded,tenure,local
path authority street promised street drain waste dirty,sanitation,local
blocked mising cut families unsae ugent prmised autority street community families tank,road,local
plese families came damaged title street,road,local
blocked smell wire afected light our water urent water powr dirty,sanitation,local
ward title nobody delayed title title,tenure,local
authorty our cut smell supply wire,power,local
water cut again dity last pople daaged blcked,water,local
affected promised monh missing pipe spply last pipe water,water,local
urgnt old wase plot road,road,local
power light night again last illegal unsafe last wire missing meter,power,local
liht proised waer smell blocked moth water tap many waste,sanitation,local
dain tank pipe cut promised old blocked cut please tap,water,local
drin blocked dirty flod waer bocked dity,sanitation,local
help dirty action water action pipe mornng pipe,water,local
community authoriy old meer pipe wire cut tank lease bloced request,power,local
blcked supply smell suply broken our needed please,water,local
pipe wase power delayed month actin drain dirty broken smell niht supply,sanitation,local
water nobody still children blocked road waste pipe,sanitation,local
blocked since community land lease last plot people dirty old flood,sanitation,local
illegal request illegal unafe smell since help,power,local
ward flood damged sice leae month damaged,road,local
mornig tank waste children again supply proised please broken,water,local
area area meter cut tank wire affected cut power power pipe,power,local
waer wase dirty pipe again children tap blocked waste cut promied,water,local
light area title broken sell help aain land delayed smell,sanitation,local
stret affected power flod please road road blocked street,road,local
area path street peole community wire road dust dran street,road,local
illegal title dust pipe area promised food old path bocked illegal waste missing,tenure,local
flod cut sell bloked affeted pipe suppy flod our,sanitation,local
flood nobody unsafe drain needed unsafe community dirty bloced,sanitation,local
lase illegal please delayed urgent water,water,local
blocked pipe path came ofice urgent road families dust road,road,local
pipe delyed pipe area broken supply peope drty cut moth,water,local
again,water,local
dust blockd damaged affcted land missing authoity,road,local
area unsafe mornng children unsafe families affected,road,local
dust waste last supply delayed path damaged waste,road,local
tank please water came land supply tank urgent last meer needed tank many,water,local
land light delyed tank last road peole tank needed dran title,tenure,local
tap many plot missing water land month land,tenure,local
families broken cut supply help wter our water pease illegal dust road,water,local
ward blcked ward ward waste ward,sanitation,local
please broken nobody reqest wire title,power,local
dain unsafe liht metr request since community,power,local
request road mter affected steet blcked damaged blocked came please,road,local
waer broken since meter smell dust needed smell drain supply bloced,sanitation,local
office office wire ward dust peope power cut urgent metr,power,local
pipe stret delayed nbody tap,water,local
cut path smell plot since path path authorty cut old,road,local
many illeal pipe drty blocked path peope smll,sanitation,local
cut area unsafe ward ttle help meer tank wire damaged authority,power,local
path flood path pipe action unsafe title office,road,local
affected nobody blocked tank children meter street,power,local
people smll water cut tank reqest smell,sanitation,local
street offie smell unsae niht delayed children noody dity,road,local
people needed smll missing,sanitation,local
illegal land light broken drty powr meter ward wire light night still,power,local
metr ward light again delayed request delayed,power,local
street road dust damaged road people street last flood morning authority,road,local
damaged drain tite area tank morning bloked land again path road,tenure,local
dirty smell watr plot title missing,tenure,local
waste water tank broken broken land last our broken,water,local
cut water land actin cut families plot office,tenure,local
delyed illegal power pipe moring sill promised mter light broken,power,local
tap authority water community still morning blocked moning dust pipe waste,water,local
smell lase smell dirty drin rquest sell meer help came,sanitation,local
flood office pleae children tank urgent nobody tank,water,local
cut tap please tank cut plase flood water title affected,water,local
help came damaged illegal,tenure,local
flood dust liht needed peole dran drain drain last meter flood plot dirty,sanitation,local
children plot land again many road land title promised missing,tenure,local
office tank light powr,power,local
water afected tap cut morning again power illegal tank sreet,water,local
water please brokn drain last sill path our blockd office,sanitation,local
diry sell still waste blocked authority cmmunity damagd children flood title,sanitation,local
morning tap ward pople dirty community power suply broken spply,water,local
authority affected action lease plot night plot waste,tenure,local
steet light nigt meter sell wire meter,power,local
damaged dust liht unsafe children dust needed path blocked,road,local
tank familes mssing delayed request people dity illegal lease lease tap,tenure,local
unsfe area snce cmmunity supply illegal again title land old land,tenure,local
drain many dust wire,sanitation,local
light unsafe light dain affected affected power meter pipe road people,power,local
please promised wire bloked authority land lease action night damagd broken mornng,tenure,local
liht waste cut many powr power authority wase metr tite month,power,local
water tank path pipe chilren cut promied water,water,local
power powr power light many wire help,power,local
again unsafe sine light metr peope our power,power,local
meter urgent meter still morning missing wire area power pwer,power,local
unsae street dust lease our affected help area tank,road,local
old broken nght usafe tank moth supply wter cut dirty request,water,local
dmaged supply old tank came supply broen illegal reuest morning morning cut,water,local
meter street plot unsafe acion power flood drain smell wire waste promised,power,local
meter office old land waste waste moring month lease,sanitation,local
damaged illeal area families help came proised,sanitation,local
nobody still urgent meter unsafe broken needed missing,sanitation,local
land blocked families water tap supply affected pipe,water,local
delayd water lese help delayed deayed nobody,tenure,local
tap ligt authority snce ation pipe unsafe diry supply unsafe,water,local
urgent community affected waste pipe dust tap water pipe requet,water,local
month delayed many path meer since dirty area illegal title,tenure,local
wire again meter waste authority help smll our power,sanitation,local
flood office old came flod brokn water promised,sanitation,local
urget ward sill dust authority peope waste power drain waste,sanitation,local
meer meter drain unsafe cut since help,power,local
dlayed wire title office last tile unsae many lease morning land tank,tenure,local
cut authority pipe liht waste neded,water,local
still drain drin came dain neeed old,sanitation,local
cut urgent title power liht,power,local
familes illegal people path cut area light supply path blocked,road,local
title office children plot old flood month cut wire communiy meter powr wter land,power,local
tap water dirty since affected failies,water,local
blocked land dust many please lease dmaged lese community blocked children,road,local
title unsafe delayed lase flood families cut,tenure,local
supply flod cut road supply community,water,local
liht still supply power,road,local
promised damaged spply dirty watr plot plot,water,local
neded community authority blocked brokn blocked street smell flood reuest dain road,road,local
watr still dirty tap dust tap tank lease blocked path,water,local
again wire power affcted tile illegal cut boken,power,local
delayed missing promised path drain path nobody aain,road,local
action afected action road community unsafe path lght meter land damagd ugent,road,local
tank lease old path lease many title please unsafe street help since path,tenure,local
pipe unsafe cut illegl broken night wter blocked request nobody,power,local
flod waste smell authrity children,sanitation,local
bloced unsafe again old old lese old,tenure,local
pipe sreet reqest dust morning ward still damaged smell,road,local
wire meter poer poer affectd dust mter meter promised smell,power,local
wter tite area flod request drain drain blocked help road power diry,sanitation,local
tank blocked help waste dirty comunity ilegal many power commnity came,power,local
authority street authorty wire road,road,local
meter night urget path liht meter meter last promised,power,local
request dust brken supply urent morning still ward afected,power,local
moring sreet path dust old dust damaged cut children people,road,local
damagd road wire community area illegal affectd last,power,local
drain action dirty came our dust deayed needed waste,sanitation,local
mnth illegal needed illegal office meer last comunity power,tenure,local
broken waer light brken please broken brken wste blocked,water,local
title lease lease tank people request wste broken,tenure,local
monh damaged title tank damaged affected peole damaged affeted,road,local
steet ward requst cut broken old since brken power,power,local
tite our plot ation night nobody ward tank land,tenure,local
waste nobody drain damaged bocked smell stll famlies help dirty,sanitation,local
road land acton land flood land flood lease dust mising,tenure,local
dust action supply morning street flood pipe,water,local
wter pipe pipe dain action many supply cut,water,local
light wire boken please wire wire last,power,local
morning dust blocked path broen road children street help,road,local
authority offce bloced smell dirty urget,sanitation,local
last help path bloked path path smel,road,local
dirty tank road still tank blocked office since urgent drain sice broken food,sanitation,local
community affectd broken dirty,sanitation,local
drain broen brken request flod nobody office,sanitation,local
children broken last blocked tank spply community land many spply,water,local
meter plot metr families pwer meter wire authoriy water requst road,power,local
help our families broken area lease tap,water,local
please dust wire unsafe stret tap tap authority flood delayed street,road,local
path delaed families ward,tenure,local
tank land steet people path children,road,local
missing bocked leae waste blcked,sanitation,local
unsafe road delayed wase waste missing night,sanitation,local
tap mnth office night water broken flod power land supply,water,local
title plot came path affected illegl land ward dust reqest,tenure,local
last dust please dust authority road dust damged street authority area damaged needd,road,local
ward land please actin again wire brken light request,power,local
supply water light tap suply tap,water,local
missing land smell morning pleae plot lght,tenure,local
our request mssing pipe tank area pipe cut,water,local
delayed lase blocked still title office title,tenure,local
cut urgent waer broken cut suppy ward dust broken,water,local
supply waste water area waste our brken meter nobdy stll,sanitation,local
rquest area stret waste drain waste,sanitation,local
land meter acton month land plot broken illegal affected,tenure,local
water land dust land bloced many dirty affeted our,sanitation,local
broken dirty flood again pipe food monh wste many,sanitation,local
water flod dirty broken again supply broken wter,water,local
mornng dmaged flood damaged office suppy lease blocked needed street came,road,local
old night again blocked actin blocked light community waste still,sanitation,local
drin waste blocked people drain bloced famlies since,sanitation,local
our people old pipe agan,tenure,local
help cut meter illegal drain damaged power request blockd snce cut,power,local
afected smell dain smell smell old promised smell,sanitation,local
night street morning stret our our children office usafe delayd tile,road,local
dmaged many road action night old many unsafe missing unafe path,road,local
help help smell path road flood affected old road broken,road,local
dust unsafe cut street blocked blocked street families,road,local
broken old night land nobody light plot power power land,power,local
land plot authority aain delaed affected delayed,tenure,local
blocked dirty path sreet dust our last many road office nobody,road,local
ward damaged food dust people dust request dust mornng damaed drty,road,local
waste road urgent poer food came light needd land blocked missing urgent,sanitation,local
wste office came road people damaed damaged,road,local
plase road water tank tap nobody wire ofice,water,local
pipe month old wire request night mter cut,tenure,local
missing title plot delayed illegal needed,tenure,local
request office authority office old children supply tank,water,local
pipe tank children nobody request supply pipe light needed waer smell,water,local
night dirty affected came missing unsafe children daaged wire,power,local
tank cut wire tap since cut people dran night came,water,local
nobody pipe cut last pipe request office nobody flood road authority,water,local
plot spply delayed missing street pipe families help,tenure,local
meter usafe many children waste drin cut mter,power,local
pipe night cut illegal promised tank cut tap again,water,local
needed tap affected supply pipe supply please pipe powr stret please missing,water,local
last pipe damaed help urgent cut damaged,water,local
dust morning water cut request office people ward smell powr unsafe tank,road,local
dust damaged suppy unafe action water path action missing bloked cut tap area,road,local
urgent delyed lease drain nobody community monh lease dust illegal,tenure,local
drty please meter damaged wate flod drain wste,sanitation,local
area many dust street damged meter dirty path,road,local
please light office wire last tank dust offce wire poer,power,local
power delayed meter promised action,power,local
since power pomised morning plase month road pwer area street,road,local
many peple wire many meer wire waste illegal,power,local
road missing illegal broken community old missing authority road affected,tenure,local
last help power smell damaged urgent power community request power pomised brken,power,local
nobody meter land needed land office help water,tenure,local
water tap mornig promsed dirty cut path morning,water,local
help missing unsafe dust pleae path dust last,road,local
lght lght supply pleae unsafe community illegal help,water,local
pwer damaged unsafe pipe wire unsafe dirty broken pipe promised powr,power,local
flood action blocked urgent many dust wire damaged nobody,road,local
nbody affected power plot promised our land plot street community,tenure,local
area needed nbody sell land drain wter,sanitation,local
blocked month needed commuity dust land tank ward,tenure,local
help again water dity night stil urgent mrning liht,water,local
power needed urent authority plot ttle broken,tenure,local
metr light land area affected broken again authority,power,local
missing lease action again land urgent delayed delayed action cut path,tenure,local
pipe help water urgnt supply spply smll ward pipe water ligt,water,local
ward street street last ward urgent missing path blocked since,road,local
drain light drain area dirty broken request waste delayd children,sanitation,local
damaged wate dlayed brokn bocked office authority blocked,sanitation,local
plot leae wter smll authority children illegal blocked mising flood land land,tenure,local
dirty cut delayed ward drin drty chilren waste families pipe,sanitation,local
pipe tank ofice since area cut office,water,local
help stret delayd niht smell actin leae affected damaged dirty lease land,tenure,local
since drain promised broken street path sell drain blocked,sanitation,local
month water land still area road path community dity drain drain needed delaed drty,sanitation,local
drty needed reqest illegal title flood,sanitation,local
stret water our drain dirty dust mrning,sanitation,local
wste cut still wste office many power waste drain wate,sanitation,local
again street ilegal smell diry delayed dirty families suply snce,sanitation,local
light waste promied proised cut came smell office broken children unsafe food,power,local
drain office title supply nobody requet land land unsafe promised suppy promised delayed title authority broken land bloked,tenure,local
smell path drin flood ward help dust light again office blocked,sanitation,local
dust broken meter bloced power damaged dust,road,local
plot families title drain leae urgent,tenure,local
flood tap waer pipe dirty pipe sill,water,local
urgent light dirty unsafe month waste bocked damaged night,sanitation,local
supply familis dirty suply lease agan snce flood road,water,local
needed flood smell dirty smll waste water,sanitation,local
still month blocked request title supply help,water,local
title land title wate cut morning tank smel land old delayed,tenure,local
pipe wter ttle aain authority many flood tank tank,water,local
plot blocked smell waste cut street people unsafe please water,sanitation,local
wire power illegal still powr ward help unsafe nobody,power,local
title reuest families smell illegal bloced reqest needed waste noboy flood,sanitation,local
power blockd water dity cut community illegal power,power,local
ward light request acton illegal damaged children illegal brken,power,local
waste wste water land came stll street road,road,local
title pipe children authority tank drin month our bloced cut,water,local
land supply area supply land plot still,tenure,local
old unsafe needed wire dirty land,tenure,local
old please dity water smell morning urgent,sanitation,local
came street dust cmmunity,road,local
tap flod meter dust tap night ofice damaged unsae needed tank,power,local
illegal missing plot fmilies ilegal nght,tenure,local
cut urgent supply water morning office land water,water,local
children urgent title illegal authority waste old nobody,tenure,local
meter damged blocked nght aain old unsfe children pipe pople,power,local
watr street tank affected suply broken urgent came,water,local
supply water lease authority authority help flood families smell,sanitation,local
authority broken street our community unsafe ofice actin drain path street path blocked,road,local
action wire damaed cut wire ward broken,power,local
dust request please pipe road unafe affected office street unsafe wter dust,road,local
please last ilegal commuity food dust flood land,road,local
monh dust poer light smll community month aain wase cut,power,local
our night stret road damaged since path pipe smell help,road,local
road commuity snce light old meter waste acton flood,sanitation,local
commuity help stret waste many urgent tap meter,water,local
wire flood needed unsafe ofice needed,power,local
cut meter morning since power light broken action cut powr broken,power,local
help illegal people light again missig community stil cut land help,tenure,local
drain waste drain promised suply niht office drin dain road,sanitation,local
nobody tank authority light again broken smel morning,sanitation,local
path damaged flood area path our road affected wire nobody community unsafe,road,local
affected title again water drain please communty tap cut please,water,local
illegl missing night land sice damagd old,tenure,local
urget wase stil supply flood waste last affected authority land drain,sanitation,local
broken promised wire power dust blocked dust meter cut our,power,local
again blocked path street path street,road,local
water illegal action nbody mnth nobody flood,road,local
our waste lease unsae illegal pipe supply blcked morning,sanitation,local
illegal unsafe road last illegal smel request waste,power,local
delayed old old blockd road blocked action still street night flood night,road,local
urgent pipe lease illeal street pipe illegal cut authority stll power,power,local
still area drain unsafe dlayed,sanitation,local
water pipe broken supply again families tank still supply missing cut old,water,local
road flood dran morning pipe missing road,road,local
ttle still plot ttle supply lease missing commuity,tenure,local
meter meter wire missng moth illegal ttle,power,local
people community our supply community dirty unsfe waer plot unsafe authority old water office,water,local
please drain drain water drain drain broken blockd,sanitation,local
land dust cildren dust liht dran water,tenure,local
nobody sill reuest request request blocked,tenure,local
bloked help blocked damaged wire cut affected dust delayed tank,road,local
area please land blocked niht drain flod,sanitation,local
many ward still drain area broken street,sanitation,local
broken promised light meter meer plot,power,local
many famlies smell tap meer tank supply,water,local
powr meter power cut office plase wire flood promised dust powr power,power,local
area promised old missing old plot came help lese people flood,tenure,local
community street came supply fmilies path last,road,local
wire drty plot office path broken waste again community,power,local
morning cut waste old offce reuest path cut,power,local
spply watr still help wire pipe cut cut cut ttle promised urent lease,water,local
tank broken spply tank pipe morning,water,local
flod ilegal power reqest land request unsafe,power,local
water snce daaged help dirty communiy affected,water,local
pomised tite land help promisd old smel light missig last commnity,tenure,local
land wire office cut street tite flood,road,local
street meter communty ward dust damaged,road,local
broken request flood illegal please illegal lase people,tenure,local
path waste wste light request waste,sanitation,local
office wire came promisd missing road damaged,road,local
damaged path dust still drain,road,local
affected illegal plot dirty families ttle plot title land water tile,tenure,local
drain agan nigt promised illegal ward suply drty cut sreet,water,local
meter old request since nobody ward,water,local
nbody meter drty bocked flod bloked water,sanitation,local
water supply dust help supply waer area plese meter,water,local
flood area plot tank still drain peole missig lease title land,tenure,local
suppy affectd noboy dust tank pipe watr waste our dust water,water,local
please community flood power power broken cut dirty,power,local
title land land ilegal broken ward plot unsafe,tenure,local
cut cut authority tank our dity affected community flood,power,local
stret path broken road ation affected broken since families dust,road,local
dust affeted please plot damaged road help,road,local
night autority boken wire street supply tank,power,local
dlayed dirty agan title land title nobody dlayed,tenure,local
area cut ofice blocked wire wire power missig affected dust month meter land,power,local
mrning water delayed dust flood light famiies wire meter needed,power,local
missing drain delayed illegal waste bloked,sanitation,local
dust action damaged prmised land missing dmaged community road road our since dust,road,local
power light light metr mising wire again last meter help,power,local
month old cut meter dmaged damaged office power,power,local
pipe old drain suply broken tap since tap people pipe nbody,water,local
ilegal broken watr flod night water pipe missing wter wire steet,water,local
ward ward title niht title drin again dain drain,sanitation,local
land illegal ward missing people sine cut night ligt,tenure,local
tite offie land suply still old again deayed illegal,tenure,local
flod broken affected afected flod sell since nobody light broken,sanitation,local
area metr missing path daaged,road,local
our missng meter broken power blocked meter power fmilies pipe road people meter since,power,local
people mnth urget smell pople office ward,sanitation,local
wire came cut meer our waste damaed urgent,power,local
people many affected missing affected title lease authority ward unsafe,tenure,local
missing path dust street ward action blocked requst office plot flood,road,local
waste acion dirty blocked water stll help,water,local
supply many still light water pease boken,water,local
area help path morning children pleae dust dust,road,local
night cut light ward pwer people meter,power,local
people road road area blocked missing path street,road,local
sill dust land plot authority ttle,tenure,local
dust area our flood blocked area wire help water,road,local
promied month road dmaged sreet road nobody dust urget street tank,road,local
unsafe affected illegal pleae still unsafe water,power,local
cut power land please ofice authoriy cut powr promsed nobody please,power,local
spply cut plot needed plot dust plot water,water,local
still smll drain ward plot wase smll food missing,sanitation,local
damaged tap urgent tank still children area cut diry ofice path dust,water,local
affected help cut night cut power authority road flood,road,local
families our missing promised cut nigt neeed tap brokn many,water,local
monh power blocked missing land came supply power poer,power,local
liht since chldren damaged dirty water commuity waste damaged bloked dran,sanitation,local
smell sice ward affected sell illegal water cut office path dran dust last,road,local
request affected noboy pwer lease power brokn blcked unsafe old light road wire waste,power,local
dity drain cut drain neded waste pipe dran needd dirty afected title,sanitation,local
wase urgent dirty road people tank flood ward,sanitation,local
supply road water path action ward morning our dust path area,road,local
still dirty dust damaged dain area damagd pleae road sill office damaged path flood street,road,local
community dirty tank lase cut light tank cildren promised plot cut tank tank,water,local
diry dust drain smell last area food waste,sanitation,local
drain waste street last action dust plot dirty night,sanitation,local
promised requst cut food flod familis blocked,sanitation,local
old our dust lease affeted wire lease last cmmunity neeed,tenure,local
light power wire still wire many drain light since water,power,local
land area broken moring families land broken,tenure,local
dirty needd water meter cut since affected,power,local
still wste mornng ligt flood needed drain cut tite,sanitation,local
drain our lease meter flood smell again dirty illegal urgent,sanitation,local
our tank pipe many plot tap flod dirty street supply needed,water,local
promisd waste path dust road community flood,road,local
broken plot title cut ation plot lease brokn illegal land,tenure,local
wire nobody pipe authority flood road path promised damaed month,road,local
plot stret many damaged tank area spply month,road,local
damaged many tap nobody smell tap community tap morning tank,water,local
urgent flod dirty wste since action tile land,sanitation,local
pipe our dirty tap illegal help area nobody stret tap,water,local
waste nobody blocked plot road again bloced many our flood road,road,local
